PATHS-UP MultiModal Wearable
Firmware Version: 0.7.6.1

PPG Settings
PPG Channel: 1
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 0
LED Wavelength: LED Green
PPG Channel: 2
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 0
LED Wavelength: LED Green

BioZ Settings
BioZ Carrier Frequency:	17000 Hz
Current Setting:	Off


Contact Pressure
w: 0.00 g, p: 0.00 mmHg
w: 0.00 g, p: 0.00 mmHg

Data Format: ASCII Unsigned Integers
Sample Rate: 100
Sample Time: 10
Desired Samples: 1000

Start Tick: 45303 at 12-31-47.831 2023-10-26
Sample Count,PPG 1,PPG 2,BioZ 1,BioZ 2
768,47,59,37,12
769,48,58,37,13
770,47,57,36,12
771,46,58,37,12
772,48,58,36,10
773,48,58,37,9
774,46,58,38,11
775,48,57,37,11
776,46,58,39,11
777,46,58,38,10
778,46,58,37,8
779,48,58,37,10
780,46,57,37,10
781,47,58,37,9
782,47,57,37,11
783,47,57,39,12
784,47,57,37,12
785,48,58,38,11
786,46,58,36,10
787,48,60,38,12
788,47,58,37,11
789,48,56,37,11
790,46,57,36,11
791,47,58,38,12
792,47,58,39,13
793,47,58,37,12
794,47,57,37,12
795,48,58,37,12
796,48,58,37,11
797,46,57,37,11
798,49,59,36,12
799,47,57,37,10
800,47,58,36,11
801,47,59,39,10
802,48,58,38,12
803,48,58,38,10
804,45,59,38,12
805,48,58,35,11
806,48,58,38,11
807,46,58,38,12
808,48,57,37,12
809,47,57,39,12
810,47,58,36,12
811,47,58,37,11
812,46,59,38,11
813,45,57,37,12
814,48,59,38,10
815,46,57,38,12
816,45,58,37,13
817,46,58,36,11
818,48,58,38,12
819,45,58,37,11
820,48,56,37,12
821,47,58,38,12
822,48,57,35,11
823,49,58,37,10
824,48,58,39,11
825,46,58,37,12
826,48,57,38,11
827,47,57,38,9
828,47,57,37,12
829,46,58,38,12
830,47,59,37,11
831,46,58,37,12
832,49,59,37,10
833,48,58,37,9
834,46,60,36,13
835,47,58,37,12
836,47,58,37,12
837,47,59,37,10
838,46,58,36,12
839,47,59,38,13
840,49,57,37,12
841,47,58,38,13
842,48,59,38,11
843,47,58,37,11
844,47,58,38,10
