PATHS-UP MultiModal Wearable
Firmware Version: 0.7.6.1

PPG Settings
PPG Channel: 1
DAC Value: 0 Voltage: 0.00V
PGA Gain Setting: 3
LED Wavelength: LED Red
PPG Channel: 2
DAC Value: 20 Voltage: 0.10V
PGA Gain Setting: 5
LED Wavelength: LED Red

BioZ Settings
BioZ Carrier Frequency:	17000 Hz
Current Setting:	Off


Contact Pressure
w: 0.00 g, p: 0.00 mmHg
w: 0.00 g, p: 0.00 mmHg

Data Format: ASCII Unsigned Integers
Sample Rate: 100
Sample Time: 10
Desired Samples: 1000

Start Tick: 192085 at 12-34-37.233 2023-10-26
Sample Count,PPG 1,PPG 2,BioZ 1,BioZ 2
644,25500,20321,36,0
645,25498,20330,35,0
646,25502,20341,36,0
647,25510,20339,37,0
648,25503,20354,36,0
649,25513,20351,37,0
650,25513,20354,36,0
651,25515,20354,36,0
652,25517,20357,37,0
653,25515,20366,37,0
654,25524,20362,38,0
655,25528,20351,38,0
656,25519,20359,37,0
657,25529,20352,37,0
658,25534,20355,36,0
659,25541,20356,35,0
660,25539,20356,35,0
661,25543,20368,38,0
662,25551,20368,38,0
663,25548,20380,37,0
664,25551,20387,35,0
665,25541,20387,38,0
666,25531,20402,37,0
667,25536,20412,37,0
668,25536,20419,36,0
669,25525,20433,37,0
670,25529,20437,37,0
671,25519,20448,37,0
672,25528,20449,36,0
673,25534,20453,36,0
674,25536,20453,36,0
675,25533,20446,37,0
676,25534,20445,37,0
677,25538,20443,36,0
678,25544,20429,37,0
679,25536,20428,37,0
680,25541,20416,37,0
681,25536,20417,37,0
682,25539,20410,38,0
683,25541,20404,36,0
684,25542,20407,36,0
685,25547,20399,36,0
686,25547,20394,37,0
687,25543,20399,37,0
688,25546,20400,36,0
689,25542,20404,35,0
690,25540,20404,37,0
691,25541,20408,36,0
692,25541,20406,36,0
693,25536,20412,37,0
694,25536,20413,37,0
695,25540,20429,35,0
696,25552,20425,37,0
697,25549,20421,36,0
698,25548,20421,37,0
699,25549,20420,37,0
700,25546,20416,36,0
701,25549,20414,36,0
702,25540,20422,37,0
703,25543,20431,37,0
704,25546,20430,36,0
705,25550,20430,35,0
706,25550,20437,37,0
707,25551,20432,37,0
708,25557,20432,35,0
709,25563,20430,37,0
710,25567,20421,35,0
711,25569,20412,37,0
712,25573,20405,37,0
713,25567,20401,36,0
714,25567,20398,35,0
715,25568,20389,36,0
716,25566,20383,35,0
717,25565,20387,36,0
718,25570,20380,36,0
719,25568,20377,37,0
720,25566,20382,36,0
721,25573,20381,36,0
722,25569,20388,37,0
723,25576,20392,35,0
724,25571,20396,36,0
725,25571,20401,37,0
726,25566,20403,37,0
727,25566,20407,37,0
728,25565,20412,37,0
729,25563,20422,37,0
730,25567,20418,35,0
731,25557,20415,36,0
732,25554,20416,36,0
733,25553,20413,37,0
734,25554,20409,37,0
735,25549,20412,38,0
736,25555,20405,38,0
737,25551,20412,37,0
738,25557,20408,37,0
739,25562,20395,36,0
740,25550,20396,37,0
741,25555,20388,36,0
742,25560,20387,39,0
743,25562,20385,37,0
744,25566,20384,36,0
745,25572,20388,36,0
746,25578,20386,35,0
747,25576,20381,36,0
748,25572,20386,37,0
749,25576,20374,38,0
750,25560,20380,36,0
751,25569,20369,37,0
752,25563,20370,39,0
753,25561,20369,38,0
754,25567,20360,36,0
755,25559,20359,36,0
756,25565,20357,37,0
757,25565,20354,37,0
758,25557,20355,36,0
759,25561,20353,36,0
760,25556,20356,38,0
761,25563,20356,37,0
762,25560,20356,37,0
763,25560,20354,36,0
764,25557,20350,36,0
765,25560,20348,36,0
766,25557,20356,36,0
767,25564,20348,38,0
768,25558,20357,37,0
769,25567,20349,37,0
770,25563,20355,37,0
771,25565,20349,36,0
772,25563,20348,36,0
773,25560,20347,37,0
774,25555,20351,36,0
775,25558,20357,36,0
776,25561,20352,36,0
777,25563,20341,38,0
778,25559,20341,37,0
779,25563,20342,35,0
780,25566,20336,37,0
781,25556,20345,36,0
782,25563,20344,37,0
783,25556,20352,38,0
784,25561,20348,37,0
785,25551,20348,37,0
786,25545,20363,35,0
787,25552,20369,38,0
788,25548,20374,36,0
789,25542,20376,36,0
790,25541,20380,35,0
791,25541,20379,37,0
792,25538,20369,36,0
793,25531,20377,36,0
794,25540,20373,36,0
795,25539,20365,37,0
796,25539,20363,38,0
797,25545,20352,36,0
798,25537,20353,36,0
799,25541,20354,37,0
800,25547,20339,37,0
801,25537,20349,36,0
802,25554,20337,36,0
803,25551,20340,37,0
804,25559,20345,35,0
805,25556,20344,37,0
806,25554,20344,36,0
807,25554,20347,38,0
808,25556,20346,37,0
809,25548,20349,36,0
810,25550,20343,37,0
811,25544,20352,36,0
812,25545,20363,37,0
813,25556,20361,37,0
814,25550,20367,36,0
815,25556,20364,37,0
816,25551,20368,38,0
817,25557,20371,37,0
818,25558,20365,36,0
819,25550,20375,35,0
820,25556,20369,37,0
821,25555,20371,36,0
822,25553,20373,36,0
823,25555,20369,37,0
824,25547,20367,36,0
825,25550,20374,38,0
826,25555,20376,36,0
827,25554,20385,36,0
828,25567,20376,36,0
829,25566,20379,36,0
830,25573,20377,36,0
831,25572,20376,36,0
832,25570,20380,36,0
833,25572,20385,37,0
834,25571,20385,36,0
835,25573,20378,37,0
836,25574,20376,35,0
837,25581,20372,35,0
838,25585,20363,37,0
839,25573,20367,37,0
840,25578,20362,36,0
841,25576,20363,36,0
842,25570,20376,35,0
843,25572,20371,36,0
844,25567,20379,37,0
845,25574,20391,37,0
846,25580,20391,37,0
847,25569,20401,37,0
848,25564,20401,35,0
849,25559,20405,37,0
850,25557,20404,37,0
851,25554,20399,36,0
852,25542,20402,37,0
853,25550,20396,35,0
854,25551,20396,37,0
855,25544,20402,36,0
856,25549,20406,37,0
857,25547,20412,36,0
858,25551,20410,36,0
859,25554,20410,37,0
860,25552,20420,36,0
861,25567,20416,37,0
862,25566,20414,37,0
863,25569,20412,37,0
864,25576,20404,37,0
865,25566,20397,36,0
866,25570,20400,36,0
867,25575,20394,36,0
868,25574,20391,35,0
869,25576,20379,36,0
870,25570,20372,38,0
871,25569,20368,37,0
872,25561,20372,37,0
873,25562,20370,37,0
874,25561,20360,36,0
875,25551,20367,37,0
876,25557,20361,36,0
877,25552,20365,38,0
878,25561,20367,38,0
879,25563,20354,37,0
880,25549,20359,37,0
881,25555,20354,37,0
882,25556,20355,34,0
883,25558,20358,36,0
884,25561,20352,38,0
885,25553,20354,37,0
886,25553,20347,37,0
887,25554,20342,35,0
888,25553,20340,37,0
889,25550,20336,39,0
890,25544,20342,36,0
891,25552,20340,37,0
892,25554,20335,35,0
893,25554,20333,37,0
894,25552,20322,36,0
895,25547,20323,38,0
896,25550,20327,36,0
897,25558,20322,36,0
898,25550,20324,36,0
899,25557,20312,36,0
900,25548,20322,36,0
901,25553,20328,37,0
902,25554,20324,35,0
903,25543,20340,36,0
904,25544,20347,36,0
905,25542,20355,38,0
906,25542,20371,35,0
907,25552,20372,36,0
908,25548,20387,37,0
909,25551,20393,36,0
910,25548,20399,37,0
911,25545,20402,36,0
912,25544,20400,35,0
913,25546,20397,37,0
914,25550,20388,37,0
915,25548,20377,35,0
916,25543,20373,37,0
917,25539,20366,36,0
918,25533,20377,38,0
919,25546,20366,37,0
920,25542,20362,34,0
921,25539,20364,35,0
922,25547,20357,36,0
923,25544,20362,38,0
924,25550,20361,36,0
925,25551,20356,36,0
926,25545,20364,37,0
927,25552,20359,37,0
928,25551,20361,36,0
929,25555,20362,35,0
930,25560,20354,36,0
931,25554,20351,36,0
932,25554,20343,37,0
933,25551,20352,37,0
934,25559,20348,35,0
935,25554,20332,36,0
936,25550,20338,38,0
937,25560,20328,37,0
938,25549,20326,38,0
939,25546,20332,37,0
940,25554,20332,37,0
941,25552,20332,37,0
942,25554,20325,37,0
943,25549,20322,38,0
944,25545,20323,37,0
945,25544,20313,36,0
946,25540,20315,36,0
947,25544,20313,35,0
948,25547,20309,38,0
949,25546,20313,37,0
950,25556,20305,37,0
951,25549,20310,37,0
952,25557,20307,34,0
953,25555,20308,37,0
954,25553,20309,37,0
955,25549,20313,37,0
956,25551,20314,36,0
957,25559,20314,37,0
958,25565,20306,38,0
959,25557,20312,36,0
960,25564,20308,37,0
961,25561,20313,35,0
962,25564,20315,37,0
963,25565,20309,38,0
964,25555,20316,35,0
965,25555,20310,37,0
966,25550,20325,35,0
967,25554,20335,37,0
968,25559,20336,35,0
969,25551,20348,35,0
970,25550,20354,35,0
971,25546,20351,36,0
972,25538,20357,37,0
973,25542,20342,37,0
974,25534,20347,36,0
975,25543,20333,36,0
976,25535,20334,38,0
977,25535,20337,38,0
978,25550,20325,36,0
979,25539,20316,35,0
980,25537,20312,37,0
981,25534,20304,36,0
982,25528,20301,36,0
983,25530,20294,36,0
984,25531,20292,38,0
985,25538,20295,37,0
986,25549,20281,38,0
987,25534,20286,36,0
988,25542,20288,36,0
989,25541,20288,37,0
990,25542,20285,36,0
991,25541,20286,37,0
992,25541,20281,37,0
993,25536,20279,37,0
994,25537,20278,37,0
995,25540,20277,36,0
996,25539,20279,37,0
997,25539,20280,36,0
998,25541,20289,34,0
999,25551,20276,37,0
